'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
MASON_FORD_MNGM_0001_2.csv,"15. 5,000 fing. walleye planted 1962 ",4/7/66 ,1
MASON_FORD_MNGM_0001_2.csv,16. Est. 15-acre spawning area  developed. Local land control.  174 lb. mature pike planted 1966 ,4/7/66 ,1
MASON_FORD_MNGM_0001_2.csv,"18. Done, 1971.  NOTE: Plantings of fry failed to  any fingerlings at drawdown.  leaf litter creates high acidity. ",12/71 ,0
MASON_FORD_MNGM_0001_2.csv,"20. Done. 734 fingerlings X 1.5""  planted 7/22/78. ",1/79 ,1
MARQUETTE_BEDSPRING_MNGM_0003_1.csv,8. Netted on 6/28/66. SF stocking  policy initiated 1966 ,10/64 ,1
MARQUETTE_BEDSPRING_MNGM_0003_1.csv,9. SF brooks stocked in 1966 and  Netting in 1967 and 1968 indicate  poor results with SF plants. Stocking  again revised in 1967.  policy (Con't) 1969 survey verified 67 &  68 conclusions. ,1/66 ,0
MARQUETTE_BEDSPRING_MNGM_0003_1.csv,10. Yearling brook trout planted in'69. ,1/67 ,1
LIVINGSTON_WHITMORE_MNGM_0004_2.csv,"20. 1,697 (12.8"") tiger muskie stocked ",10/69 ,1
GOGEBIC_GOGEBIC_MNGM_0001_1.csv,1. No walleyes planted ,1941 ,1
GLADWIN_HOISTER_MNGM_0006_2.csv,"10. Initial stocking made. Planting  program changed, See recommenda-  tion 12, ",1/60 ,0
GLADWIN_HOISTER_MNGM_0006_2.csv,"16. Planting program changed, see  recommendation #17. ",10/61 ,0
GOGEBIC_BUCK_MNGM_0003_1.csv,"3. 250 legal brook trout +7. 9"")  planted in 1962  3 (cont) 1000 fing. brook and 3000  fing. rainbows planted in 1963  3(cont) 1000 brook trout (12.9"") and  3000 rainbow trout (+2.3"") planted  in 1964. ",1/65 ,1
GOGEBIC_BUCK_MNGM_0003_1.csv,"7. 3, 000 sp brook trout (+1. 9 )  planted 6/3/66. ",1965 ,1
GOGEBIC_BUCK_MNGM_0003_1.csv,7. (cont) 3000 brook trout (+1. 8)  planted 7/67 ,1965 ,1
VANBUREN_THREELEGGED_MNGM_0001_1.csv,"6. Restocked with hybrid sunfish &  rainbow trout, and smallmouth  bass spawners. ",9/9/69 ,0
VANBUREN_THREELEGGED_MNGM_0001_1.csv,11. Introduced in 1974 ,5/74 ,0
IRON_NORWAY_MNGM_0001_1.csv,"1. 1, 200 sublegal rainbow stocked  1961; 1,000 sublegal stocked  1962. ",10/62 ,1
DICKINSON_REDDAM_MNGM_0003_1.csv,6. No fish planted to date. ,,1
ANTRIM_LAKEOFTHEWOODS_MNGM_0001_1.csv,"1. Plantings, 1933-1943: Smallmouth  bass - 3382; bluegills - 32,950.  Planting of warm-water species to  sustain populations discontinued  state. No fish planted 1944 AND 3. Public fishing site completed  November, 1963. ",1/64 ,0
MARQUETTE_TWIN_MNGM_0001_2.csv,"16. Gill net collections in 1966  indicate good habitat for brown  trout. Minnows present.  17 Yearling browns planted in '67 and  Yearling rainbows planted in  1969 due to shortage of browns.  18 Survey 6/69 indicates good survival  growth of brown trout, though  all trout collected under 14"",  average in weight. ",9/66 ,1
WASHTENAW_NORTH_MNGM_0001_1.csv,"1. Stocking: bgills 1937-39, 44; 1. m.  perch 1937, 39. Lake mapped 1942  Gill net and seine survey conducted  Panfish prevalent ","1937,45 ",0
WASHTENAW_NORTH_MNGM_0001_1.csv,"2. 1, 300 5. 2"" n. pike stocked 6/29/60 ",1950 ,1
BARRY_CROOKEDUPPER_MNGM_0001_1.csv,3. Tiger musky stocked from 1976- ,1/77 ,1
BARRY_CROOKEDUPPER_MNGM_0001_1.csv,5. Stocking discont. pending further  discussion with riparians. ,,0
ALLEGAN_PIKE_MNGM_0003_1.csv,"1. 1,000 legal-sized rainbow trout  stocked in 1951, 1952, 1953.  Good returns. ",1954 ,1
ALLEGAN_PIKE_MNGM_0003_1.csv,8. Stocking suspended. ,5/74 ,0
ONTONAGON_VICTORIA_MNGM_0001_1.csv,2. Done; 2.3 million W. eye fry  released each year. ,6/72 ,1
WASHTENAW_SUGARLOAF_MNGM_0001_1.csv,4. 72 sublegal n. pike stocked 1952 ,,1
CHIPPEWA_CARP(BIGTROUT)_MNGM_0003_1.csv,"2. 33 M BG (F) stocked 1948 (finger-  lings caught in seine 1949), 25 M BG  (F) stocked 5/50; 50 M (F) 1951. ",1949 ,1
CHIPPEWA_CARP(BIGTROUT)_MNGM_0003_1.csv,3. 10 M LM bass (F) stocked 1948;  10 M (F) 1950; 16340 (F) 1951. ,1951 ,1
HILLSDALE_BIGHASTINGS_MNGM_0003_1.csv,"1. Bluegills stocked 1937-41.  Partial surveys conducted 1937,39,  41, 48. Panfish predominate. Lake  mapped by IFR 6/29/37. ",,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,"4. 3, 000 FF brook trout (+3. 2"")  planted 11/3/66 ",11/66 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,"5. 3, ,000 brook trout (+1. 8)  released 7/67. ",/67 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,7. Yearling brook trout stocked 1971-  1973. ,1974 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,7. Yearling brook trout stocked 7/75. ,1/76 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,6. 500 brook trout (F) planted 9/76. ,10/76 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,"7. cont'd. 998 brook trout 9.6 cm  released 7/79, ",11/79 ,1
ONTONAGON_UNIONSPRINGS_MNGM_0001_1.csv,7. contd. Pond too warm - not stocked  900 trout 4.7 cm planted 1/2 mile  downstream from pond. ,1/82 ,1
KENT_BELMONT2_MNGM_0003_1.csv,1. Planted in accordance with rec. ,1951 ,0
KENT_BELMONT2_MNGM_0003_1.csv,"2. Planted as rec.: 1951-150 legal  brook, 300 brook fry, 450 legal  brown, 450 legal rainbor;  1952-1, 050 legal brook, 900 legal  brown, 1,050 legal rainbow;  1953-175 each legal rainbow, legal  brown, legal brook; 1954-175 each  legal brook, legal brown, legal  1955-100 legal brook, 100 legal  rainbow; 1957-100 legal brown  and 550 legal rainbow. ",1957 ,0
STJOSEPH_COREY_MNGM_0001_2.csv,7. Rainbow trout stocked annually  1963-1969. 1966 survey and fishing  reports indicate poor survival of  small sized SF plants. ,9/9/69 ,1
MECOSTA_BOOM_MNGM_0003_1.csv,1. No fish stocked since sometime  prior to 1933. ,,1
WAYNE_WILCOX_MNGM_0001_1.csv,"2. Started. Planted LM Bass and  bluegill adults, 1969. ",4/69 ,0
GOGEBIC_ORMES_MNGM_0001_2.csv,9. 590 brown trout (+3. 2) planted  8/13/65.  shows lake to support a good bgill  pop. Brown trout and y. perch appear  to be doing rather poorly.  10 (con't) Netted 6/72; LMB and B.  gill populations abundant. Y. perch  population low. ,8/65 ,1
GOGEBIC_ORMES_MNGM_0001_2.csv,"12. 2450 WAE @2.5"" released 7/83 ",1/82 ,1
GOGEBIC_HAWK_MNGM_0001_1.csv,"3. Lake stocked by mistake 10/82  with 1300 BKA @ 3. .3"". Fish were  for Mishike. ",10/83 ,1
ALGER_GRANTS_MNGM_0001_2.csv,"10. S.F. brook trout planted 5/23/66  6/29/67. Eval. netting on 6/20, 21/68  indicates little or no survival. ",nights) ,1
ALGER_GRANTS_MNGM_0001_2.csv,11. 2.3 inch fing. planted 7/68.  planted 6/69 due to fing. shortage. ,7/68 ,1
BARRY_BATES_MNGM_0002_1.csv,2. 470 sublegal brown trout and 300  rainbow trout planted ,,1
MACKINAC_MILLECOQUIN_MNGM_0003_1.csv,2. Stocked brook trout 300 (L) 1400  (SL) 1965  2a. Brook trout stocked 2000 (FF)  1966; 600(Y) 1967; 600(Y) 1968 ,1968.0,0
OCEANA_PEBAWMA_MNGM_0002_1.csv,"3. 2,000 (8.5"") rianbows stocked ",1/58 ,1
ALLEGAN_MINER_MNGM_0003_1.csv,"8. 150,000 sac fry stocked 1970. ",3/72 ,1
MACKINAC_STROUBLE_MNGM_0003_1.csv,"2. Stocked 70( 19"" av. 1#) n. pike 6/55 ",1955.0,0
MACKINAC_STROUBLE_MNGM_0003_1.csv,"3. Stocked 25, 000(1 1/2"") bluntnose  minnow( spawners) 6/12/56 ",1956.0,0
MACKINAC_STROUBLE_MNGM_0003_1.csv,"4. Checked ""winterkill"" spring 1959  (mostly minnows) see report  2a. Stocked 150(A) n. pike spring 1961  (FC) ",1959.0,0
IRON_RUNKLE_MNGM_0001_1.csv,1. 50 adult pike stocked in 1960 ,1/12/62 ,1
KALKASKA_BASS_MNGM_0003_1.csv,"3. 1954: 1,000 8.9"" rainbows planted ",5/71 ,1
ANTRIM_BELLAIRE_MNGM_0001_1.csv,"2. Planted 2,800 lagal-size rainbows  in 1943 and 3,000 in 1944, '45  Recommendation modified. ",7 ,0
GRANDTRAVERSE_CHRISTMASTREE_MNGM_0002_1.csv,2. Planting made too soon; lake still  toxic; no survival. ,2/63 ,0
GRANDTRAVERSE_CHRISTMASTREE_MNGM_0002_1.csv,5. Introductory brook trout planting  made. Excellent growth and sur-  vival over first winter. ,4/63 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,19. Rainbows stocked 11/71 ,BRY ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,"20. 1600 brook trout X 5.6"" released  5/73. ",12/71 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,"14. (cont'd) brook trout released  1973 avg. 9.6"", suckers reestablished  in large no's. ",5/73 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,"20. 1200 brook trout 3.6"" released  8/75. ",1/76 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,20. cont'd. 1200 (FF) brook trout  released 9/76. ,1/76 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,"20. 5800 spring fingerling brook  trout average 2.7"" released 6/78. ",10/76 ,1
BARAGA_ALBERTA_MNGM_0002_2.csv,20. con'td. 2400 brk. trout 9.6 cm  on 6/79.  20 con't 1600 brook trout 5.6  cm released 6/80. ,12/78 ,1
HILLSDALE_BIGCOBB_MNGM_0003_1.csv,1. Surveys made 1937 and 1939.  predominate. Stocking: bluegills ,1937-41; ,0
SCHOOLCRAFT_BASSLITTLE_MNGM_0001_1.csv,"1. Partial inv. Aug. 6-9, 1957(LRA-  Mgt). Stocked with bass, walleye  and bluegills 1937-41. ",1957 ,0
DELTA_BANANA_MNGM_0003_1.csv,"2. 500(7.3"") and 5000(4"") brown trout  stocked fall 1950 ",1950.0,1
IRON_ELLEN_MNGM_0002_1.csv,3. 3000 (A) brook trout planted  1953. ,3-55 ,1
IRON_ELLEN_MNGM_0002_1.csv,4. 3000 (A) brook trout planted 1954 ,12/55 ,1
IRON_ELLEN_MNGM_0002_1.csv,"5. 5000 (F) brook trout marked by  removal of Dorsal fin planted  1954.  3000 legal brook trout and 10,000  fingerling brook trout marked by  clipped right pectoral fin  planted 1955. ",12/55 ,1
IRON_ELLEN_MNGM_0002_1.csv,"7. 10,000 fingerling brook trout  planted in fall of 1956. ",,1
BARAGA_ROLLAND_MNGM_0003_1.csv,2. Planted as recommended ,10/50 ,0
BARAGA_ROLLAND_MNGM_0003_1.csv,3. Planted as recommended ,1951 ,0
BARAGA_ROLLAND_MNGM_0003_1.csv,5. Planted as recommended ,1952 ,0
BARAGA_ROLLAND_MNGM_0003_1.csv,"8. 10, 000 fing and 500 legal brook  trout planted in 1953 after treatment.  10, 000 fing. brook trout planted  annually 1954 thru 1958. ",1958 ,1
ALGER_BAYEAST_MNGM_0001_1.csv,5. Stocked with brook trout as ,1964 ,0
ALGER_BAYEAST_MNGM_0001_1.csv,7. Stocking disontinued due to poor  3a. Survey completed 1966 & 1969. ,,0
OCEANA_GALES_MNGM_0003_1.csv,1. Plantings discontinued in 1961 ,1/67 ,0
SCHOOLCRAFT_PINE_MNGM_0003_1.csv,"2. Large and sm. bass, bluegills  stocked 1937-40 ",1962.0,1
LUCE_TANK_MNGM_0003_1.csv,4. Stocked as recommended in May 1  1951. ,1951.0,0
LUCE_TANK_MNGM_0003_1.csv,5. Stocked as recommended in fall  1952. ,1952.0,0
LUCE_TANK_MNGM_0003_1.csv,12. Stocked rainbows 6000(SL) 1965 ,1965.0,0
LUCE_TANK_MNGM_0003_1.csv,13. Stocked splake 6000 (FF) 1966;  5000(FF) 1967; 8000(FF) 1968 ,1968.0,0
BARRY_CEDARBIG_MNGM_0003_1.csv,1. No stocking done ,52 ,1
SCHOOLCRAFT_LARD_MNGM_0003_1.csv,"1. Stocked with 3, 000(F) brook trout  1949; 500-100(SL) brook trout  1951-52. Observations made  9/3/53. (Mgt) ",1953.0,0
SCHOOLCRAFT_LARD_MNGM_0003_1.csv,2. Discontinue stocking altogether  a few trout reported caught just  after spring breakup but nothing  doing rest of season. ,1961.0,1
MONTCALM_TOWNLINE_MNGM_0001_1.csv,2. No fish stocked ,1957 ,1
MONTCALM_TOWNLINE_MNGM_0001_1.csv,"6. Completed 16, 699 pike (2. 6:"")  produced, 11,000 F 1. m. bass  stocked 1958 ",1958 ,1
KEWEENAW_LACLABELLE_MNGM_0001_2.csv,"11. 2300 t. musky 6.8"" released 8/78. ",12/78 ,1
KEWEENAW_LACLABELLE_MNGM_0001_2.csv,"11. cont'd. 2,300 tiger musky 12.5  cm released 7/79. ",11/79 ,1
MARQUETTE_SQUAW_MNGM_0002_2.csv,7. Lake restored to planting program ,9-24-54 ,1
MARQUETTE_SQUAW_MNGM_0002_2.csv," were planted. Lake trout caught  2-26-49 reported by CO Oien, 13""  Planted 10,000 fingerling rain-  bows in fall of 1950, 51 and 52. ",1956 ,0
MARQUETTE_SQUAW_MNGM_0002_2.csv,7. (Cont.) Rainbow yield in past  years far below what we should  expect from planting program. ,1-59. ,1
MARQUETTE_SQUAW_MNGM_0002_2.csv,8. Brook trout planted in 1954-55 as  per rec. #8 but results unsatis-  factory. ,6-59 ,1
MARQUETTE_SQUAW_MNGM_0002_2.csv,"11. Planted as follows:  5,000 sublegal rainbows and  brooks, 10,000 F bows and ",,0
KALAMAZOO_GULL_MNGM_0004_1.csv,"2. Planting record  1942 - 3000(8) rainbows  1943 - 3000(8) rainbows 15,000 (3)  2000 (A) Lake trout.  1944 - 3000 (A) rainbows  1945 - 3,000 (A) rainbows, 2000  1946 - 8,400 (A) rainbows - dorsal  1947 - 3,000 (S.L.) rainbows,  2000 (A) lake trout - dorsal  1948 - 3,000 (A) rainbows - adipose  1949 - 3,000 (A) rainbows  2,000 (A) lake trout - left  1950 - ",trad ,0
KEWEENAW_MEDORA_MNGM_0001_1.csv,2. Warmwater species not stocked ,- ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,"6. 10, 000 rainbows(6) planted in 1943  5000(17) planted in 1944; 5000(17)  planted in 1945 ",8/47 ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,8. 5000 rainbow trout fing. planted in  1946 and 1947. Good rainbow fishing  reported for early part of 1947 ,12/54 ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,9. No trout planted in 1948. ,12/55 ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,"10. 3000 legal rainbow trout planted  annually 1949 thru 1951.  100 (cont). 10, 000 fing. rainbow trout  planted in 1952; 3000 legals  planted in 1953 and 1954.  10(cont). 3000 legal rainbows planted  in 1955. ",11/56 ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,"12. 3000 legal, 10, 000 fing. rainbow  trout and 5000 fing brook trout  planted in fall, 1956 ",1957 ,1
KEWEENAW_MEDORA_MNGM_0001_1.csv,"12. (cont). 5000 fing. brook trout and  10,000 fing. rainbow trout planted  in 1957. ",,1
BARAGA_LAWS_MNGM_0001_2.csv,"15. Completed. Good survival of  trout over winter  15 (cont) netting of 8/68 shoed rainbows  to avg. 10. 5"" ; sucker pop. becoming  re-established.  (continued); Netted 6/2/71; rainbow  management successful.  (con't)--Netted 6/23/72; RBW (3000x4.  planted 7/71 now avg. 8.6"".  15 cont'd. Netted 7/74, rainbow growth  continues to be slow. ",8/67 ,1
BARAGA_LAWS_MNGM_0001_2.csv,"19. 400 b. gills 5"" released 6/75 & ",1/73 ,1
BARAGA_LAWS_MNGM_0001_2.csv,"19. cont'd. 600 1m. bass 2.7"" released  8/77. ",7/74 ,1
BRANCH_MORRISON_MNGM_0003_1.csv,1. General surveys conducted 1927  1939. Bluegills stocked 1937-43;  1937-42; perch 1938-39. Biol.  conducted 1941. Panfish abundant.  mapped 1941. ,bass ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,2. 3000 legal brook trout stocked  1958 ,1/59 ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,2. (cont.) 2465 legal brook trout  planted 1959. ,1959 ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,2. (cont.) 2000 legal brook trout  planted in 1960 ,1960 ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,2. (cont.) 2000 legal brook trout  in 1961  2(cont) 1200 legal brook trout planted  in 1962 ,1961 ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,2. (cont) 1700 legal brook trout planted  in 1963 ,10/62 ,1
ONTONAGON_ROBBINS_MNGM_0001_1.csv,9. Treated 7/21/65  600 browns (X 3.2) and 600 rainbow  (x3. 9) planted 8/13/65; 600 brook  (x3) 8/23/65. Sublegal ,11/64 ,1
MECOSTA_EVANSLOWER_MNGM_0004_1.csv,1. No fish stocked since sometime  to 1933. ,,1
IRON_SWAN_MNGM_0001_1.csv,"4. 2, 000 walleye fingerling stocked  in July 1962, ",8/62 ,1
IRON_SWAN_MNGM_0001_1.csv,"10. Done. Planting summary: 1977-  660 t. musky fingerlings, 1978-660  t. musky fingerlings. ",12/68 ,0
NEWAYGO_COLES_MNGM_0003_1.csv," stocked 10/55, ",,1
LUCE_OTTER_MNGM_0003_1.csv,5. 700 1. m. bass fing. stocked 1965 ,1965.0,1
HILLSDALE_BIGMOSHERVILLE_MNGM_0003_1.csv,"1. Biological survey conducted 7/37,  general 1939. Lake mapped 1937.  Stocking;bluegills 1939-41;  perch 1939. ",,0
GOGEBIC_REDBOAT_MNGM_0001_2.csv,"10. Done, lake treated 8/16/67; 2500  (+2.0""), r. pelvic clip, planted  11/14/67; 90 A. crappies planted  9/13/67 ",bass ,1
GOGEBIC_REDBOAT_MNGM_0001_2.csv,"12. 2500 LMB (x 1.0"") planted 6/19/69.BRY ",9/68 ,1
GOGEBIC_REDBOAT_MNGM_0001_2.csv,"13. 5,000 LMB planted 1970. ",9/69 ,1
GOGEBIC_REDBOAT_MNGM_0001_2.csv,"14. 1800 yearling splake released  1973, 1974. ",12/70 ,1
IRON_MALLARD_MNGM_0003_3.csv,1. 400 (A) brook trout planted 1952  and 1953.  300 (a) brook trout stocked in  1954. ,3-54 ,1
CHARLEVOIX_BARNEYS_MNGM_0001_1.csv,2. Largemouth bass evidently well  established & further stocking  not required. ,1/61 ,1
BARAGA_FALLSRIVER_MNGM_0003_1.csv,7. Contd. coho released 1976. ,10/76 ,1
BARAGA_FALLSRIVER_MNGM_0003_1.csv,9. Done. 1000 (FF) brook trout  released 9/76. ,10/76 ,1
LEELANAU_SHISLER_MNGM_0002_1.csv,"1. Introductory planting of 1,000 ",10/58 ,1
ALCONA_HUBBARD_MNGM_0001_2.csv," Sportsmans Club & s.c.s. Efforts to  develop walleye rearing facility un-  successful to date. 50,000 to 60,000  walleye fing. planted in 1977 & 78  (from I-75 ponds). ",4/69 ,1
ALCONA_HUBBARD_MNGM_0001_2.csv,12. cont. Evaluation indicaticated  very little survival of planted trout.  Pike predation probably responsible. ,,1
GRANDTRAVERSE_TWINSOUTH_MNGM_0004_1.csv,"3. 1,000 F. bass planted September  and 500 L. rainbow planted Decem-  ber of 1959; several largemouth  bass 5-8"" caught on Sept. 19,1960 ",1-64 ,1
GRANDTRAVERSE_TWINSOUTH_MNGM_0004_1.csv,4. 700 L rainbow planted 1962 ,3/67 ,1
STJOSEPH_PLEASANT_MNGM_0002_1.csv,"1. 2,000 legal-sized rainbows  stocked 1949 ",1950 ,1
STJOSEPH_PLEASANT_MNGM_0002_1.csv,"5. Stocked with rainbow trout 1961-  1968. Stocked with brown trout,  1969. ",8/78 ,0
STJOSEPH_PLEASANT_MNGM_0002_1.csv,7. Walleye stocking started. ,6/79 ,1
STJOSEPH_LONG_MNGM_0003_1.csv,8. Rainbows stocked 1968 to present ,Discontinued ,1
STJOSEPH_LONG_MNGM_0003_1.csv,6. cont--Rainbows stocked 1968-1971.  after 1971 due to poor results. ,9/74 ,1
STJOSEPH_LONG_MNGM_0003_1.csv,11. Hybrid musky stocking initiated  in 1974. ,,1
OTSEGO_PICKEREL_MNGM_0001_1.csv,"1. Plantings, 1934-42: brook trout,  7,500 (6) and 400 (A) rainbow  trout-900 (yr.) ), 1600(A); brown  brout, 1934-600(8) smallmouth bass,  1934-500 (4). Revised ",10-42 ,0
OTSEGO_PICKEREL_MNGM_0001_1.csv,"4. Planted rainbow trout: 1943-1,041  (A), 1944 - 2,000(A); 1945 - 2,000  (yr.), 1,000 A) Revised. ",1/46 ,0
DICKINSON_HAMILTON_MNGM_0001_2.csv,9. Disregard. Lake is currently being  stocked with walleye fingerlings  and adults. ,6/68 ,1
SCHOOLCRAFT_EAST_MNGM_0001_1.csv, stocked 1937-42. ,1948 ,1
LAPEER_UNNAMED_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,71&72 ,0
HILLSDALE_SANDSOUTH_MNGM_0003_1.csv,1. Stocking: bluegills 1937-45; 1. m.  1944. 1945; perch 1938-39. Lake  and fish species noted. Panfish  Lake mapped by IFR 1944. ,"1940, ",0
MARQUETTE_WOLF_MNGM_0001_2.csv,"10. Netting in 8/67 and 7/68 indicate  very limited rainbow success;  suckers and forage species present  11 Discontinued after '68 plantings.  12 Yearling browns planted in '68.  Yearling brooks planted in '69.  (No browns available)  13 Survey on 6/69 indicates good  and growth, but weight below  average. White sucker population  XXXXXXXXXX increasing. ","NXX6,69 ",1
MARQUETTE_WOLF_MNGM_0001_2.csv,16. RB or SH stocked 176-81. ,6/69 ,1
MECOSTA_EVANSBIG_MNGM_0001_1.csv,1. No fish stocked since 1941. ,3/80 ,1
SCHOOLCRAFT_RESERVOIR_MNGM_0003_1.csv,"1. Stocked 4, 000(F) brook trout  1951 (FC) ",1951.0,0
SCHOOLCRAFT_RESERVOIR_MNGM_0003_1.csv,"2. Stocked 300-1000 (L) brook trout  annually 1953-57 (FC)  3, No fish stocked 1958-62. ",1958.0,0
ANTRIM_GREEN_MNGM_0001_2.csv,18. Planting program initiated in 1965 ,1966 ,0
ANTRIM_GREEN_MNGM_0001_2.csv,17. Delete. No longer planting brook  trout. ,1967 ,1
ANTRIM_GREEN_MNGM_0001_2.csv,12. Planting program initiated in  1958 ,9/61 ,0
ANTRIM_GREEN_MNGM_0001_2.csv,23. Rainbow & brook trout stocked  1974 & 1975. ,2/79 ,1
BARAGA_LITTLESUMMIT_MNGM_0003_1.csv,2. Brook trout planted 1952. ,7/52 ,1
BARAGA_LITTLESUMMIT_MNGM_0003_1.csv,3. (CONT.) More intensive netting  indicated little survival of  planted trout. ,6/63 ,1
GRANDTRAVERSE_BOARDMAN_MNGM_0001_2.csv,"9. Walleye fry planted 1977, 1978,  1979. ",,1
OAKLAND_HART_MNGM_0002_1.csv,4. 800 l.m. bass fing. planted 12/65  Netted 6/66--good -- survival. ,6/66 ,1
ALGER_TROUT_MNGM_0001_2.csv,"14. BKT stocked 1981  1982, 83 ",1983 ,1
GENESSE_OTTERS_MNGM_0003_1.csv,4. Splake fing. stocked but were in  very poor condition when planted.  any being caught - failure. ,12/72 ,1
HOUGHTON_RICE_MNGM_0001_1.csv,"2. Done; 3,000 planted 6/29/71. ",6/71 ,1
HOUGHTON_RICE_MNGM_0001_1.csv,"3. Boom shocked 8/72; T. muskellungen  released 1972 avg. 8.6"". Shock  low due to poor visibility. ",1/73 ,1
HOUGHTON_RICE_MNGM_0001_1.csv,"2. 907 purebred muskys 8.2"" released  8/75. ",1/76 ,1
HOUGHTON_RICE_MNGM_0001_1.csv,"2. 2700 t. musky 6.3"" released 7/77. ",10/77 ,1
HOUGHTON_RICE_MNGM_0001_1.csv,"2. 2700 t. musky 6.8"" released 8/78. ",8/78 ,1
SCHOOLCRAFT_ISLAND_MNGM_0003_1.csv,"2. Stocked with rainbow as recommended  1942, 43, 45 ",1946.0,0
SCHOOLCRAFT_ISLAND_MNGM_0003_1.csv,6. Pub. fish. site dev. on Dodge L.  1956-57(P  5-7. 1300-2000(L) rainbow stocked  (per year) 1955-61 (FC) ,1957.0,1
LIVINGSTON_WHITMORE_MNGM_0004_1.csv,"1. Lake surveyed 7/27. Abundance of  young perch and p. seeds, also bgills  and warmouth, 1. m. bass, few S. m.  forage fish. Stocking: bgills 1937, ","perch, ",0
LIVINGSTON_WHITMORE_MNGM_0004_1.csv,"4. 9, 900 S. m. bass planted (3. 7"" avg)  rt. pct. clip. IFR ",10/22/46 ,1
LIVINGSTON_WHITMORE_MNGM_0004_1.csv,"5. 5, 861 S. m. bass planted (2. 8"" avg)  left pect. clip. IFR ",10/47 ,1
LIVINGSTON_WHITMORE_MNGM_0004_1.csv,"7. 10, 000 s.m. bass planted (3. 7"" avg)  left pelvic clip, 10/48 IFR ",10/48 ,1
GOGEBIC_GOGEBIC_MNGM_0001_2.csv,11. 106 qts. of walleye eggs collected  in 1975. 2 million fry planted back  on 5/30/75. ,1/76 ,1
GOGEBIC_GOGEBIC_MNGM_0001_2.csv,"11. 238 qts walleye eggs collected in  1978, 850,000 fry planted back 5/30/78. ",12/78 ,1
GOGEBIC_GOGEBIC_MNGM_0001_2.csv,"11. cont. 141.9 qts w.eye eggs collected  500,000 w.eye fry planted 5/81. ",1/82 ,1
BENZIE_LIME_MNGM_0001_1.csv,"3. 150,000 fry suckers planted in  100 L suckers planted in 1964  75,000 fry walleyes planted in 1964  6,144 F walleyes planted in 1964 ",3/67 ,1
BENZIE_LIME_MNGM_0001_1.csv,5. Evaluated in 1966.Plant fairly  successful but green sunfish abundant.  Walley fishing good. ,1/69 ,0
BENZIE_LIME_MNGM_0001_1.csv,"6. 75,000 walleye fry planted  spring 1968 ",3/71 ,1
BENZIE_LIME_MNGM_0001_1.csv,7. Done 1970. Planting success good. ,3/77 ,0
BENZIE_LIME_MNGM_0001_1.csv,"6. Con't. 75,000 walleye fry planted  in 1972 & 100,000 walleye fry  in 1976. ",1/75 ,1
VANBUREN_JEPTHAUPPER_MNGM_0003_1.csv,"1. 1,000 legal-sized rainbows  planted 1949. Poor returns. ",1951 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,8. Netted 8/74; brook trout released ,8/74 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,"10. Yearling brook trout released  1972, 73. ",11/74 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,10. Fingerling brook trout stocked  1974. ,11/74 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,"10. 2100 brook trout 2.8"" released  7/75. ",1/76 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,"11. 1250 brook trout average 5.8""  released 6/78. 1500 brook trout  released in 1977. ",12/78 ,1
GOGEBIC_BUCK_MNGM_0003_2.csv,10. cont'd. 2600 brk trt 6.2 cm  released 6/80 ,11/80 ,1
OSCODA_LOON_MNGM_0004_1.csv,8. Done 1967 & 68. Planting small  not successful. Fishing deterioriated  during study. ,,0
OSCODA_LOON_MNGM_0004_1.csv,"9. Surveyed 1973-survival of trout  poor but growth good. Recommend  to planting trout larger than 8"" . ",,1
SCHOOLCRAFT_MINERVA_MNGM_0001_1.csv,1. Stocked 52 (L) n. pike 6/27/56(FC)LRA ,1956 ,0
